,ad,terkibi,hazirlanmasi,img_url,label,yemek_id
1904,Pendirli bulkalar - FOTO RESEPT," ml süd q kərə yağı, ç.q. duz x.q. şəkər tozu q quru maya çimdik zirəun (aldığı qədər)iç:  q suluquni təzə şüyüd","Südü qızdırıb mayanı içində əridin. Yağı bir qədər un, duz və şəkər tozu ilə ovun, zirə əlavə edin. Mayalı südü əlavə edin, az-az un qataraq yumşaq xəmir yoğurun. Gəlməsi üçün  40 dəqiqə isti yerdə saxlayın. Xəmiri iki bərabər yerə bölün. Belədə onu yayıb bulka düzəltmək daha asan olur. Pendiri sürtgəcdən keçirin, şüyüdü xırda doğrayıb pendirlə qarışdırın. Yaydığınız xəmirlərin üzərinə içi döşəyin. Rulet kimi büküb barmaq yoğunluğunda kəsin. Sevirsinizsə, üzərinə küncüt, yaxud qara çörəkotu səpə bilərsiniz. Siniyə yığıb 10-15 dəqiqə şişməsi üçün saxlayın. Bu müddətdə sobanı 200 dərəcəyədək qızdırın. 20 dəqiqə, qızaranadək bişirin. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1446913480_dadli.jpg,Quru yemekleri,172542
1905,Döş ətilə makaronlu yemək,"Makaron, toyuğun döş əti, soğan,  diş sarımsaq, tomat, zeytun yağı, quru nanə, kəklikotu, duz və istiot.","İlk öncə qazanda su qaynadılır və makaron, duz əlavə olunaraq bişirilir və süzülür. Tavada zeytun yağı qızdırılır, xırda doğranmış soğan və 2 diş sarımsaq qızardırılır və doğranmış toyuğun döş əti, tomat əlavə olunur və qapağı örtülərək vam odda bişirilir. Bişdikdən sonra ədviyyatlar əlavə olunur. Makaronu yağda biraz qızartdıqdan sonra üstünə sous qoyulur.Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1447010470_dadli.jpg,Quru yemekleri,389475
1906,Təzə kartoflu toyuq,Yarım kq toyuq budu kasa göbələk kasa əkin soğan diş sarımsaq pomidor yaşıl istiot qırmızı istiotDuzİstiotZeytun yağıÜzəri üçün:Kaşar pendiri (holland)İçlik üçün: q. Təzə kartof çimdik biberiyeDuzToz qırmızı istiotZeytun yağı,"Təzə kartofları ortadan ikiyə kəsirik və qarışdırma qabına alırıq. İçinə zeytun yağı tökürük. Biberiye yarpaqları atırıq. Duz, toz qırmızı istiot atırıq və qarışdırırıq. Soba xonçasına yağlı kağız etdiririk və kartofları qoyuruq. İstəyə görə üstünə bir az da sarıkök səpərik. Əvvəldən isidilmiş 180 dərəcəlik sobada bişiririk. Toyuq ətlərini sümüklərindən ayırıb doğrayırıq. Tavaya duru yağ tökürük və toyuğu qovurmağ başlayırıq. Göbələkləri və sarımsaqları doğrayırıq.Ayrı bir tavaya duru yağ töküb əkin soğanı, göbələyi və sarımsağı qoyub qovurmağ başlayırıq. Qırmızı və yaşıl bibərləri də əlavə edirik. Qovurmağa davam edirik. Pomidorların qabığını soyuruq Son olaraq pomidorları də qoyuruq. Toyuq, suyunu çəkəndə digər tavadakı tərəvəzləri toyuğun tavana qoyuruq. Duzunu və qara bibəri qoyuruq. Saxsıları yanvar üzərində qızdırırıq. Bir toyuq yeməyi torpaqdan olanların içinə bölüşdürürük. Üzərinə küp doğranmış kaşar pendiri qoyuruq və əvvəlcədən isidilmiş 200 dərəcəlik sobada bişiririk. Kənarlarına bişmiş təzə kartofları qoyaraq xidmət edirik.Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1446588584_dadli.jpg,Quru yemekleri,231028
1907,Pendirli-göyərtili blinçiklər,", st. süd yumurta st. un  q pendir ç.q. duz ç.q. şəkər tozu ç.q. qabartma tozu x.q. bitki yağışüyüd ","İsti südü şəkər tozu, duz və yumurta ilə qarışdırın.Unla qabartma tozunu əlavə edin.  Pendiri sürtgəcin xırda gözündən keçirin. Xəmirə əlavə edin.  Göyərtini xırda doğrayıb bitki yağı ilə birlikdə xəmirə qatın. Qarışdırın. Yağ çəkilmiş qızdırılmış tavaya qaşıqla töküb, yayıb hər iki üzünü qızardın. Hazır blinçiklərin üzərinə kərə yağı çəkin. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1448471940_dadli.jpg,Quru yemekleri,518450
1908,Toyuq bozartması,"Hər payına: q toyuq, q yağ, q baş soğan, q limon, q nanə yaxud şüyüd,, q zəfəran,istiotduz.","İlk emaldan keçirilmiş toyuq 30 qramlıq tikələrə doğranır və yağda azacıq qızardılır. Sonra dayaz qazana qoyularaq buna duz və istiot səpilir, yağda qızardılmış soğan və azacıq bulyon qatılıb zəif od üzərində öz buğunda bişirilir. Süfrəyə verilən zaman toyuq bozartmasına zəfəran şirəsi vurulur, üstünə isə göyərti səpilir, bir dilim limon qoyulur.Nuş olsun!",http://dadli.az/uploads/posts/2015-08/1438883163_dadli.jpg,Quru yemekleri,427789
1909,Pomidorlu Spagetti,"Lafarella Spagetti  paket, döş əti  , göy soğan, reyhan, keşniş, pomidor  .","Spagettini duzlu suda qaynadıb süzürük. Döş əti xırda doğranır və yağda qovrulur. Bişdikdən sonra pomidor uzun-uzun doğranıb ətin üstünə əlavə edilir və birgə qovrulur. Daha sonra əvvəlcədən hazırladığımız spagettini tavaya əlavə edirik. Ən sonda da doğranmış göy soğan, reyhan və keşnişi əlavə edirik və 5 dəqiqə sonra yemək hazırdır.Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1447010525_dadli.jpg,Quru yemekleri,407046
1910,Lavaşda pizza, lavaş pomidor q kolbasa x.q. tomat sousu q motsarella ç.q. oreqanoduzistiot x.q. zeytun yağı,"Lavaşı tavaya qoyun. Üzərinə tomat sousu çəkin. Doğranmış kolbasa və pomidor dilimlərini düzün. Sürtgəcdən keçirilmiş pendir səpin. Oreqano qurusu, duz, istiot vurun. Üzərinə zeytun yağı gəzdirib qızdırılmış sobada 10-15 dəqiqə bişirin. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1448139852_dadli.jpg,Quru yemekleri,813132
1911,Toyuq ətindən qulyaş - FOTO RESEPT, q toyuq filesi iri baş soğan  bolqar bibəri yerkökü x.q. tomat pastası ç.q. ketçupbitki yağıistiotkabab üçün ədviyyat,"Toyuq ətini soyuq suda yuyub böyük olmayan tikələrə doğrayın. Soğanı nazik yarımhalqa doğrayın. Qızdırılmış tavada vam odda qovurun. Yerkökünü koreya üsulu yerkökü üçün olan sürtgəcdən keçirin, soğanı 3 dəqiqə qovurduqdan sonra yerkökünü əlavə edin. Bolqar bibərini nazik saman kimi doğrayın. Yerkökü ilə soğanı yaxşıca qovurduqdan sonra toyuq ətini əlavə edib qarışdırın. 5 dəqiqə bişirdikdən sonra bibəri əlavə edin. Kasada tomat pastası, ketçup, duz-istiotu eynicinsli kütlə alınanadək qarışdırın. Toyuq əti qızılı rəng alanda tomatlı qarışığı, 2 st. soyuq su, duz, istiot, kabab üçün ədviyyat əlavə edin, ocağı artırın. Qaynara düşəndən sonra ocağı azaldın, tavanın qapağını örtüb 15 dəqiqə bişirin. Bir neçə dəfə qarışdırın. Duzunu yoxlayın, azdırsa, əlavə edin. Süfrəyə kartof püresi və makaronla verə bilərsiniz. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1448355230_dadli.jpg,Quru yemekleri,396975
1912,Xıçın - FOTO RESEPT,suduz q ağ pendir kq kartofun ,"Pendiri ət maşınından keçirin. Kartofu suda bişirib püre hazırlayın (amma yağla süd qatmayın, sadəcə qabıqlı bişirib, soyub ət maşınından da keçirə bilərsiniz). Kartofla pendiri qarışdırın. Əsasən kartofla pendiri 1:2 nisbətində götürürlər. Amma zövqə görə dəyişə bilərsiniz. Ovcunuza yerləşəcək boyda kündələr tutun. Xəmir: Unun ortasında çala açın, suya azca duz qatıb bu çalaya tökün, elastik xəmir yoğurun. Xeyli yoğurandan sonra üzərinə dəsmal çəkin, isti yerdə saxlayın. Xəmirdən götürüb içdən tutduğunuz kündələrdən bir qədər balaca kündələr tutun (şəkildəki kimi), əlinizlə yastılayın, yaxud oxlovla yayın.  İçi xəmirin ortasına qoyun, xəmirin kənarlarını ortaya çəkib için üzərini qapadın. Ucunda artıq xəmir qalarsa, bıçaqla kəsin. Alınan kündənin üzərindən əlinizlə azca basıb yastılayın, digərlərini hazırlayınca saxlayın.  Hamısı hazır olandan sonra birinci hazırladığınız kündəni bacardıqca nazik yayın. Yayanda xəmir cırılıbsa, həmin yerə su vurub azca un səpin.  Qızdırılmış quru tavaya qoyun, orta itilikli ocaqda iki dəqiqə bişirin, qızaran kimi çevirib o biri üzünü də bişirin. Xıçın şişə bilər, bu zaman bıçaqla azca deşib havasını çıxarın. Bu qayda ilə bütün xıçınları bişirin.Tavadan götürən kimi üzərinə bol kərə yağı çəkin. Nuş olsun!",http://dadli.az/uploads/posts/2015-11/1446911919_dadli.jpg,Quru yemekleri,440392
1913,Balqabaq plov," fincan xırda, qəhvəyi yaxud qırmızı lobya (gecədən islağa qoymaq da olar) fincan dördkünc doğranmış balqabaq  şəkər tozu  duz/  şüyüd toxumu fincan uzun düyü – təmiz yuyulur, qurudulur,   duz qatılmış azacıq isti suda yarım saat islağa qoyulurTəxminən   yağƏt üçün:Sümüksüz, doğranmış qoyun yaxud mal əti xırda tikələrə bölünür.  kərə yaxud bitki yağı baş orta ölçülü soğan – xırda doğranmış halda  fincan","Lobyalar qurudulur, orta ölçülü qazana tökülür, üzərinə su əlavə olunur. Qaynamağa qoyulur, suyu çəkildikcə yenidən əlavə olunur. Lobyalar yumşalana qədər qaynadılır. Sonra suyu süzülür və kənara qoyulur.Ət tikələri orta ölçülü tavaya tökülür. Üzərinə 2 xörək qaşığı duru və ya kərə yağı əlavə olunur. Orta dərəcəli odda, tez-tez qarışdırılaraq ətin suyu çəkilənə və yağ qalanadək bişirilir. Sonra üzərinə doğranmış soğan əlavə olunur, tez-tez qarışdırılaraq, təxminən 10 dəqiqə, yumşalanadək bişirilir. 1 fincan su əlavə olunur. Tavanın qapağı örtülür, ət yumşalana, suyu çəkilənədək orta dərəcəli odda qaynadılır. Sonra ocağın üzərindən götürülür və kənara qoyulur.Bu arada, doğranmış balqabaqları, şəkər, duz və şüyüd toxumları bir qaba töküb qarışdırılır. Təxminən 15 dəqiqə, balqabaq şirəsini buraxanadək gözlənilir. Sonra şirə süzülür. (Ola bilər ki balqabağın heç şirəsi olmasın)Böyük qazana 12 fincan su tökülür. 2 çay qaşığı duz əlavə olunur və qaynamağa qoyulur. Qaynara düşəndə düyü əlavə olunur, 5-10 dəqiqə qaynadılır, yapışmasın deyə ehmalca arabir qarışdırılır. Yarıbişmiş hala gəlincəyədək bişirilir. Sonra düyünün üzərinə dərhal əvvəlcədən bişmiş lobya əlavə olunur, qarışdırılır və birlikdə aşsüzəndən suyu süzülür.4 xörək qaşığı yağ həmin qazanın dibində qızdırılır. Balqabaqlar əlavə olunur və orta dərəcəli odda, təxminən 3 dəqiqə qarışdırılaraq bişirilir.Bir qat balqabaq yerləşdirilir, üzərinə kəfgirlə düyü-lobya qarışığı yayılır. Düyü təpə formasında qalanır, qazanın üzərinə dəsmal yerləşdirilir, qapaqla örülür. Vam odda, təxminən 15 dəqiqə dəmə qoyulur. Qapaq götürülür, qalan 4 xörək qaşığı yağ düyünü üzərinə tökülür, yenidə üzəri dəsmal və qapaqla örtülüb 45 dəqiqə bişirilir.Düyü plovunu başqa cürə də servis etmək olar. 1) Doğranmış balqabaq və ət düyü ilə birgə boşqabın içinə (bulud) tökülür. Plov təpəcik şəklində qalanır. 2) Düyü boşqabın içinə tökülür, təpəcik şəklində qalanır. Ayrıca qabda bişmiş balqabaq və zövqə görə ət də süfrəyə verilir.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1444758992_dadli.jpg,Quru yemekleri,184042
1914,Lobyalı plov," st. lobya, st. düyü yumurta- x.q qatıqyağ duz","Əvvəlcə lobya qaynadılır. Sonra düyü qaynadılır. Düyü suya tökülməzdən qabaq suya duz tökülür.Düyü qaynadıqdan sonra biraz dibliyi üçün götürülür. Daha sonra qaynayan düyüynün içərisinə bişmiş lobya suyu ilə birlikdə əlavə olunur. 5- 10 dəqiqə lobya ilə birlikdə qaynadılıb, süzülür. Sonra qazana kərər yağı tökülüb, əridilir. Bir qabda yumurta qatıqla birlikdə yaxşıca çalınır, diblik üçün götürülən düyü ilə qarışdırırlıb, qazana tökülür. Yağla qarışdırılıb, qazanın dibinə yayılır. Sonra süzülən düyü onun üzərinə əlavə olunub dəmə qoyulur.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445367002_dadli.jpg,Quru yemekleri,448220
1915,Toyuqlu dolma, toyuq budu banka ləvazimatlar  çuğundur əriştə  kərə yağı  kaşar pendiri rəndəsiBiberiyeDuzİstiotZeytun yağıSu,"Toyuq budları bıçaqla açıb sümüyünü çıxarırıq. Ya da bu prosesi qəssab edir Soyuducu poketini açırıq və toyuq ətini qoyuruq. Poketi toyuğun üzərinə bağlayırıq. Et vuracağıyls vuraraq toyuğu əzirik Toyuğun duzunu və istiotunu vururuq İçlərinə ləvazimatlar və kaşar pendiri rəndəsi qoyuruq. Poketin köməyi ilə rulon şəklində bükürük. Yağlanmış şüşə soba qabına rulonları düzürük. Üzərinə zeytun yağı töküb, bir budaq biberiye qoyuruq. Əvvəldən isidilmiş 180 dərəcəlik sobada bişiririk.Çuğundur əriştasi üçün qazanda su qaynadırıq. Duzunu və zeytun yağını tökürük.Ərştə bişirdikdə suyunu süzürük və boşqaba qoyuruq. Kərə yağını əridirik, içinə bir az da zeytun yağı tökürük. Yağ qarışığını da əriştə üstünə tökürük. Bişmiş olan toyuq bürümələri dilim boşqaba, əriştə kənarlarına və üzərinə düzərək xidmət edirik.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445892049_dadli.jpg,Quru yemekleri,756693
1916,Səbzəli toyuqlu plov, kq kiçik tikə toyuq kasa əkin soğan kasa gilas pomidor çimdik biberiyeDuzİstiotZeytun yağıPlov üçün:  düyü  kərə yağıYarım  zeytun yağıDuzSuSəbzəli üçün:Mini sarı balqabaqMini yaşıl balqabaqMini badımcanDuzZeytun yağıİstiot,"Ləvazimatları üçün, mini balqabaqları, və badımcanları halqa doğrayırıq. Qarışdırma qabına alırıq. Duz, istiot və zeytun yağını tökürük. Hamısını qarışdırırıq və soba xonçasına yağlı kağız etdiririk. Tərəvəz qarışığını qoyuruq və əvvəlcədən isidilmiş 200 dərəcəlik sobada bişiririk. Tavaya zeytun yağı tökürük və quşbaşı doğranmış toyuğu qoyub xirdaliyiriq. Toyuq əti, suyunu qoyub çəkəndə soyulmuş əkin soğanları əlavə edirik və bişirməyə davam edirik.Biberiye yarpaqlarını qoyuruq. Duzunu və qara bibəri qoyuruq. Son olaraq ikiyə kəsilmiş balaca pomidorları iştirak edirik. Plov üçün, düyü yaxşıca yuyub süzürük. Plov qazanına zeytun yağı və kərə yağı qoyuruq. Düyü əlavə edib qovururuq. Duzunu atırıq. Yaxşıca çəkdikdən sonra isti suyunu tökürük və qapağını örtərək zəif odda bişiririk. Zəmini olmayan tort çevrəni boşqaba qoyuruq. İçinə plovu doldururuq. Üstünü qaşıqla qarişdiririq. Bişən tərəvəz ləvazimatlarını də üstünə tökürük. Tort çevrəni çıxarırıq və xidmət edirik.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445629612_dadli.jpg,Quru yemekleri,733616
1917,Toyuq dolması,"  böyük toyuq.  baş soğan  kök   bolqar bibəri yarım stəkan yumru düyüYarım stəkan suYarım litrə tomatlı suşüyüd, cəfəri, nanə,  am kərə yağı, duz, istiot.","Soğanı , bibəri, şüyüd, cəfəri, nanə doğrayırıq. kökü rəndədən keçirdirik, düyüylə duzla istiotla qarışdırıb toyuğun içinə yığıb yarım stəkanda içinə su tökürük.Toyuğun üstünü duzla istiotla ərinmiş yağla yağlayırıq. listə qoyub, toyuğun ətrafına yarım litrə tomatlı su töküb sobaya qoyuruq. 40 dəqiqə pişir.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1446239414_dadli.jpg,Quru yemekleri,398043
1918,Souslu vermeşil,  vermeşil  ət və ya qiymə  soğanyağ x.q tomat x.q ketçupduzistiot,"Əvvəlcə qaynayan suya duz tökülür. Sonra qızardılmış vermeşil suya əlavə olunur. Tez- tez qarışdırılır. Bişdikdən sonra süzülür. Sonra qazan qızdırılır, yağ əlavə olunur, yaxşıca qızdıqdan sonra vermeşil əalvə olunur. Qarışdırıb dəmə qoyulur.15- 20 dəqiqə dəmdə qalır. Vermeşilə istəyə görə bulqurda əlavə oluna bilər.Sous:Sümüksüz ət yaxşıca qaynadılır. Bişdikdən sonra xırda- xırda (fındıq böyüklükdə) doğranır. Əvvəlcə soğan doğranıb,duz vurulub yağda qızardılır. Ət əlavə olunur. 5 dəqiqə qızardıqdan sonra tomat, ketçup, istiot əlavə olunur. 5 dəqiqə qaynadıqdan sonra ətin bulyonu əlavə olunur. Biraz qaynadıqdan sonra hazırdır. Əgər qiymə ətdən hazırlanırsa bulyon əvəzinə su əlavə olunur.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445367117_dadli.jpg,Quru yemekleri,233334
1919,Ovçusayağı toyuq,"Bİr  kilo yarımlıq toyuq – tikələrə bölün  iri soğan  –  yerə bölün  quru dəfnə yarpağı zoğ təzə rozmarin  kərə yağı – xırda kubiklərə doğrayınYarım kilo pomidor (- ) – soyun, ikiyə bölün, iridirlərsə, hər yarını - yerə bölünZövqə görə duz və istiotDörtdə bir stəkan zeytun yağı","Sobanı 205Cdək qızdırın. Ölçüləri 33 x 22 X 5 sm olan soba istisinə dəyanıqlı tavanı/qabı (mən istiyə dəyanıqlı şüşə qabda bişirirəm).Buraya əvvəlcə toyuq və soğanı yerləşdirin. Dəfnə yarpağı və rozmarini toyuq və soğanın arasında yeləşidrin. Üstünə kərə yağını yerləşdirin. Pomidorları kəsilmiş tərəfi aşağıda olmaq şərtilə toyuğun ətrafında şəkildə gördüyünüz kimi düznü. Toyuğun üstünə zeytun yağı tökün. Duz və  istiotlayın. Yeməyi sobada toyuğun üstü bir az qızarana və yeməyin suyu çıxanadək bişirin, təxminən bir saat yarım ərzində.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445099856_dadli.jpg,Quru yemekleri,843756
1920,Toyuqlu boxça kababı," q toyuq qırmızı istiot dəstə ispanaq diş sarımsaq  süd  un  kərə yağıZeytun yağıDuzİstiotBlinçik üçün:,  süd yumurta  duru yağDuzAldığı qədər unÜzəri üçün:Kaşar pendiri rəndəsi","Toyuq ətini kiçik tikə şəklində doğrayırıq. Qırmızı istiotu küp küp doğrayırıq. Sarımsaqları da doğrayırıq. Tavaya zeytun yağı tökürük və toyuq ətini qoyub qovururqToyuq əti suyunu qoyub çəkəndə sarımsaq və qırmızı bibəri də əlavə edirik və qovururuq İspanaqları doğrayırıq, əvvəl köklərini tavaya qoyuruq. Unu və kərə yağını əlavə edib qovururuq. Sonra ispanaq yarpaqlarını və südü əlavə edirik. Bir az qovururuq və südü tamamilə çəkəndə duzunu və qara bibəri qoyuruq. Qarışdırıb qzı bağlayırıq.Blinçik üçün; Qarışdırma qabına yumurtaları qırırıq. Südü və duru yağı tökürük. Duzunu atıb çırpma teliylə qarışdırırıq. Xörək qaşığı ilə un qoyuruq və qarışdırırıq. Blinçikin tavaya ilk yürüş üçün bir az duru yağla yağlayırıq. Qaşıqla blinçik xəmrindən qoyuruq və ocaq üstündə bişiririk. Blinçikin altı bişəndə əksini çeviririk. İki tərəfi də bişən blinçikləri dəzgaha düzürük blinçik xəmri qurtarana qədər bişirməyə davam edirik.blinçikin içinə toyuq xərci bölüşdürürük. Blinçikin əvvəl kənarlarını bağlayıb piroq kimi rulon bürüyürük. Yağlanmış soba qabına bükdüyümüz blinçiklərii düzürük Kaşar pendirini rəndələyirik və blinçik üzərinə bölüşdürürük. Əvvəldən isidilmiş 180 dərəcəlik sobada bişiririk.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1446067629_dadli.jpg,Quru yemekleri,684015
1921,Toyuqlu badımcanlı plov, toyuq but yaşıl istiot pomidor diş sarımsaqDuzİstiotDuru yağPlov üçün: su s. Düyü badımcan qırmızı istiot şorba q.Kərə yağıDuzSu,"Toyuq bud ətləri sümüklərindən ayırırıq və quşbaşı doğrayırıq. Tavaya duru yağ tökürük və incə doğranmış sarımsaqla toyuq ətlərini qoyuruq. Xırdalamağ başlayırıq. Pomidorları və bibərləri doğrayırıq. Toyuq əti suyunu qoyub çəkəndə istiotu əlavə edirik. Bibərlər yumşalan pomidorları əlavə edirik. Duzunu və qara bibəri qoyuruq və bişiririk. Plov üçün, düyü yaxşıca yuyub süzürük. Badımcanları alabəzək soyuyoruz. Badımcan və qırmızı bibərləri xırda kub şəklində doğrayırıq.Qızartma qazana duru yağ töküb qızdırırıq. Badımcanları, sonra da bibərləri qızardırıq. Plov qazanına az duru yağ töküb düyü qovurmaya başlayırıq. Kərə yağını əlavə edirik və qovurmaya davam edirik. Duzunu atırıq. İsti suyunu veririk və qapağını örtərək zəif odda bişiririk. Plov bişəndə dəmə qoyuruq. Sonra qapağını açıb sakitləşdiririk. İçinə qızarmış badımcan və biberi iştirak edərək qarışdırırıq. Plov boşqaba tökürük. Üstünə də toyuq sote qoyub xidmət edirik.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445629589_dadli.jpg,Quru yemekleri,743039
1922,Sobada toyuq, toyuq-  kartof pomidor bibərcəfəriduz istiot,"Əvvəlcə toyuq azca qaynadılır. Sonra sudan çıxarılıb, duz istiot vurulur. Əvvəlcədən pomidor, bibər halqa - halqa doğranır. Qaba biraz yağ tökülür, qabın ortasına toyuq düzülür. Sonra kartoflar ikiyə bölünüb,duz vurulub düzülür. Daha sonra pomidorlar tikələrin aralarına, üzərinə düzülür. Pomidorun üzərindən bibərlər düzülür. Cəfəri doğranıb üzərinə tökülür. 180 dərərcədə bişirilir.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445367062_dadli.jpg,Quru yemekleri,463437
1923,Qabaq küftəsi,-  qabaq  (orta boy);-    soğan-   yumurta- – q. pendir-  x. q. un- göyərti-  diş sarımsaq- istiot- duz- duru yağ,"Qabağın qabığını soyub, rəndənin böyük gözündən keçiririk. Ərzaqları qarışdırmaq üçün qaba rəndədən keçirilmiş qabaq, soğan və pendir (adi bərk pendir, suluquni və ya brınza pendirləri istifadə edilə bilər) ,  xırda doğranmış cəfəri  və sarımsaq, 2 ədəd yumurta, istəyə görə istiot və duz , 4 xörək qaşığı un əlavə edilir və yaxşıca qarışdırılır. Xəmir duru olmamalıdır. Əgər lazım gələrsə biraz un əlavə edilə bilər.Tavaya duru yağ töküb isidirik. Sonra qaşıqla xəmiri töküb iki tərəfli qızardırıq.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445448021_dadli.jpg,Quru yemekleri,435803
1924,Fırında səbzəli toyuq plovu, su b. Düyü toyuq baket şorba k. Kərə yağı yerkökü su b. Yaşıl noxud su s.qarğıdalı pomidor çay b. Zeytun yağıDuzİstiotToyuq suyu,"Toyuq baket qazana alırıq, suyunu qoyuruq və pörtməyə başlayırıq. Toyuğun tünd rəng suyu çıxanda suyunu axıdırıq. Toyuqları sudan keçiririk və təkrar qazana alırıq. Təmiz su tökürük. Duzunu, dənə istiotu, dəfnə yarpaqlarını qoyuruq. Təkrar qazana alaraq qaynadırıq. Düyü yaxşıca yuyuruq və nişastasından təmizləyirik. Düyü süzürük. Qazana zeytun yağı tökürük və düyü qovurmaya başlayırıq.Kərə yağını əlavə edirik və qovurmaya davam edirik. Noxudu əlavə edib qarışdırırıq. Yerkökü rəndələyirik və qazana əlavə edirik, qovururuq. Duzunu atırıq. Qarğıdalını da əlavə edirik. Bütün material yaxşıca qovrulanda yağlanmış yumru soba xonçasına çatdırırıq. Üstünə də gördüyümüz toyuq baket diziyoruz. Toyuq baket kənar hissələrə çevrə şəklində düzürük .Ortaya da doğranmış pomidoru qoyuruq. Duzunu və qara bibəri qoyuruq. Toyuğun pörtmüş suyunu qaşıqla plovun üzərinə gəzdirərək tökürük. Əvvəldən isidilmiş 180 dərəcəlik sobada plov bişib, toyuqlar qızarana qədər bişiririk.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1445629575_dadli.jpg,Quru yemekleri,149074
1925,Toyuq qovurması, bütün toyuq döş ətiTəzə keksDuzİstiotZeytun yağıLavaşTurşulu qatıq sousu üçün: kasa süzmə qatıq kornişon turşu dəstə şüyüdQırmızı bibər sousu üçün: közlenmiş qırmızı istiot dəstə cəfəri təzə soğanZeytun yağıSoğan sotesi üçün: soğanZeytun yağıDuzİstiotPulcuq istiotXidməti üçün:Köz badımcan,"Toyuq döşləri ortadan ikiyə kəsirik. Şüşə soba qabına toyuqları diziyoruz. Üzərlərinə zeytun yağını tökürük. Duz və istiotu atırıq. Təzə tortlar yarpaqlarını səpirik. Bu şəkildə saxlayırıq. Qızart tavaya zeytun yağı tökürük və toyuqları yüksək temperaturda qızardırıq. Soba qabına toyuqları, yağı birlikdə paylaşırıq. Əvvəldən isidilmiş 190 dərəcəlik sobada bişiririk.Köz qırmızı bibəri nazik nazik doğrayırıq. Təzə soğanı və cəfəri də incə nazik doğrayırıq. Bir kasaya doğrayan materialları qoyuruq. Zeytun yağını tökürük və qarışdırırıq. Bir kasaya alırıq.Soğanları piyazlık doğrayırıq. Tavaya zeytun yağı tökürük, soğanı əlavə edib qovururuq. Duz, istiot və pulcuq istiotla şirindir. Bir kasaya də soğan qovurmasını alırıq. Kornişon turşu və şüyüd balaca balaca doğrayırıq. Qarışdırma qabına süzmə qatqı qoyuruq. Şüyüdü və turşu da əlavə edirik və qarışdırırıq. Bir qaba qoyuruq. Bir kasaya də köz badımcanı doğrayıb qoyuruq.Xidmət qabının kənarlarına kasaları düzürük Boşqaba lavaşları qoyuruq. Üzərinə hazırladığımız toyuqları dilimləyib qoyaraq xidmət edirik.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1446155075_dadli.jpg,Quru yemekleri,137339
1926,Lavaşda toyuq, q. Toyuq əti soğan yaşıl istiotSoya sosuİstiotZeytun yağı kasa rəngli göyərti lavaş,"Toyuq ətini uzununa doğrayırıq. Soğanları pizzalık doğrayırıq. Dərin bir tavaya zeytun yağı tökürük, toyuğu əlavə edirik və qovurmağa başlayırıq. Toyuq, suyunu qoyub çəkəndə soğanı əlavə edirik və qovurmağa davam edirik. Bibərləri doğrayıb əlavə edirik. Bişməsinə yaxın soya sosu və istiot tökürük. Tamamilə bişirəndə ocaqdan alırıq. Rəngli göyərti doğrayırıq. Lavaş içinə göyərti qoyuruq, toyuq xərcdən qoyuruq və dürmək kimi bürüyərək xidmət edirik.Nuş olsun!",http://dadli.az/uploads/posts/2015-10/1446239562_dadli.jpg,Quru yemekleri,184249
